threshold_25,threshold_50,threshold_75,accuracy,avg_flops_giga,exit_25_rate,exit_50_rate,exit_75_rate,dense_rate,exit_25_acc,exit_50_acc,exit_75_acc,dense_exit_acc,pareto_optimal
0.4,0.4,0.4,0.7522,0.567302,0.9064,0.0828,0.009,0.0018,0.781112,0.485507,0.333333,0.555556,True
0.4,0.4,0.6,0.7522,0.570108,0.9064,0.0828,0.0064,0.0044,0.781112,0.485507,0.4375,0.272727,False
0.4,0.3,0.8,0.752,0.563826,0.9064,0.0882,0.0024,0.003,0.781112,0.47619,0.5,0.266667,True
0.4,0.3,0.9,0.752,0.564474,0.9064,0.0882,0.0018,0.0036,0.781112,0.47619,0.555556,0.277778,False
0.4,0.3,0.95,0.752,0.565338,0.9064,0.0882,0.001,0.0044,0.781112,0.47619,0.6,0.318182,False
0.4,0.4,0.5,0.752,0.569029,0.9064,0.0828,0.0074,0.0034,0.781112,0.485507,0.378378,0.294118,False
0.4,0.3,0.4,0.7518,0.561452,0.9064,0.0882,0.0046,0.0008,0.781112,0.47619,0.304348,0.5,True
0.4,0.3,0.6,0.7518,0.563179,0.9064,0.0882,0.003,0.0024,0.781112,0.47619,0.4,0.25,False
0.4,0.3,0.7,0.7518,0.563611,0.9064,0.0882,0.0026,0.0028,0.781112,0.47619,0.461538,0.214286,False
0.4,0.3,0.3,0.7516,0.56102,0.9064,0.0882,0.005,0.0004,0.781112,0.47619,0.32,0.0,True
0.4,0.3,0.5,0.7516,0.562531,0.9064,0.0882,0.0036,0.0018,0.781112,0.47619,0.333333,0.222222,False
0.4,0.4,0.3,0.7516,0.566222,0.9064,0.0828,0.01,0.0008,0.781112,0.485507,0.32,0.25,False
0.3,0.95,0.9,0.744,0.567786,0.9622,0.0082,0.0072,0.0224,0.751195,0.878049,0.583333,0.4375,False
0.3,0.9,0.8,0.7438,0.558659,0.9622,0.0112,0.0102,0.0164,0.751195,0.767857,0.568627,0.402439,False
0.3,0.9,0.9,0.7438,0.562545,0.9622,0.0112,0.0066,0.02,0.751195,0.767857,0.575758,0.43,False
0.3,0.95,0.4,0.7438,0.549652,0.9622,0.0082,0.024,0.0056,0.751195,0.878049,0.491667,0.357143,True
0.3,0.95,0.8,0.7438,0.563469,0.9622,0.0082,0.0112,0.0184,0.751195,0.878049,0.571429,0.402174,False
0.3,0.9,0.4,0.7436,0.546354,0.9622,0.0112,0.0216,0.005,0.751195,0.767857,0.490741,0.32,False
0.3,0.9,0.5,0.7436,0.550024,0.9622,0.0112,0.0182,0.0084,0.751195,0.767857,0.527473,0.309524,False
0.3,0.95,0.3,0.7436,0.545982,0.9622,0.0082,0.0274,0.0022,0.751195,0.878049,0.467153,0.363636,True
0.3,0.95,0.5,0.7436,0.554186,0.9622,0.0082,0.0198,0.0098,0.751195,0.878049,0.515152,0.346939,False
0.3,0.9,0.3,0.7434,0.543116,0.9622,0.0112,0.0246,0.002,0.751195,0.767857,0.463415,0.3,True
0.3,0.95,0.95,0.7434,0.570377,0.9622,0.0082,0.0048,0.0248,0.751195,0.878049,0.541667,0.435484,False
0.3,0.9,0.6,0.7432,0.551751,0.9622,0.0112,0.0166,0.01,0.751195,0.767857,0.518072,0.32,False
0.3,0.9,0.7,0.7432,0.554558,0.9622,0.0112,0.014,0.0126,0.751195,0.767857,0.542857,0.333333,False
0.3,0.9,0.95,0.7432,0.565136,0.9622,0.0112,0.0042,0.0224,0.751195,0.767857,0.52381,0.428571,False
0.3,0.95,0.6,0.7432,0.556129,0.9622,0.0082,0.018,0.0116,0.751195,0.878049,0.511111,0.344828,False
0.3,0.95,0.7,0.7432,0.558935,0.9622,0.0082,0.0154,0.0142,0.751195,0.878049,0.532468,0.352113,False
0.3,0.8,0.4,0.743,0.543311,0.9622,0.0144,0.0186,0.0048,0.751195,0.722222,0.44086,0.333333,False
0.3,0.8,0.5,0.743,0.546765,0.9622,0.0144,0.0154,0.008,0.751195,0.722222,0.480519,0.3,False
0.3,0.8,0.8,0.743,0.55389,0.9622,0.0144,0.0088,0.0146,0.751195,0.722222,0.5,0.369863,False
0.3,0.8,0.9,0.743,0.557128,0.9622,0.0144,0.0058,0.0176,0.751195,0.722222,0.517241,0.386364,False
0.3,0.7,0.4,0.7428,0.540759,0.9622,0.0168,0.0166,0.0044,0.751195,0.678571,0.421687,0.363636,False
0.3,0.7,0.5,0.7428,0.543998,0.9622,0.0168,0.0136,0.0074,0.751195,0.678571,0.470588,0.297297,False
0.3,0.8,0.3,0.7428,0.540073,0.9622,0.0144,0.0216,0.0018,0.751195,0.722222,0.416667,0.333333,True
0.3,0.7,0.8,0.7426,0.549826,0.9622,0.0168,0.0082,0.0128,0.751195,0.678571,0.487805,0.34375,False
0.3,0.7,0.9,0.7426,0.552417,0.9622,0.0168,0.0058,0.0152,0.751195,0.678571,0.517241,0.355263,False
0.3,0.8,0.6,0.7426,0.548061,0.9622,0.0144,0.0142,0.0092,0.751195,0.722222,0.478873,0.282609,False
0.3,0.8,0.95,0.7426,0.559502,0.9622,0.0144,0.0036,0.0198,0.751195,0.722222,0.444444,0.393939,False
0.3,0.7,0.3,0.7424,0.537737,0.9622,0.0168,0.0194,0.0016,0.751195,0.678571,0.391753,0.375,True
0.3,0.7,0.6,0.7424,0.545293,0.9622,0.0168,0.0124,0.0086,0.751195,0.678571,0.467742,0.27907,False
0.3,0.8,0.7,0.7424,0.55022,0.9622,0.0144,0.0122,0.0112,0.751195,0.722222,0.491803,0.285714,False
0.3,0.6,0.4,0.7422,0.534124,0.9622,0.0226,0.0122,0.003,0.751195,0.59292,0.377049,0.466667,True
0.3,0.7,0.7,0.7422,0.547236,0.9622,0.0168,0.0106,0.0104,0.751195,0.678571,0.490566,0.269231,False
0.3,0.7,0.95,0.7422,0.554792,0.9622,0.0168,0.0036,0.0174,0.751195,0.678571,0.444444,0.367816,False
0.3,0.6,0.3,0.742,0.532181,0.9622,0.0226,0.014,0.0012,0.751195,0.59292,0.371429,0.5,True
0.3,0.6,0.5,0.7418,0.536931,0.9622,0.0226,0.0096,0.0056,0.751195,0.59292,0.416667,0.285714,False
0.3,0.6,0.6,0.7416,0.537794,0.9622,0.0226,0.0088,0.0064,0.751195,0.59292,0.409091,0.28125,False
0.3,0.6,0.7,0.7414,0.538874,0.9622,0.0226,0.0078,0.0074,0.751195,0.59292,0.410256,0.27027,False
0.3,0.6,0.8,0.7414,0.540601,0.9622,0.0226,0.0062,0.009,0.751195,0.59292,0.387097,0.311111,False
0.3,0.6,0.9,0.7414,0.54276,0.9622,0.0226,0.0042,0.011,0.751195,0.59292,0.380952,0.327273,False
0.3,0.6,0.95,0.7414,0.544487,0.9622,0.0226,0.0026,0.0126,0.751195,0.59292,0.307692,0.349206,False
0.3,0.5,0.4,0.741,0.528529,0.9622,0.0282,0.0072,0.0024,0.751195,0.531915,0.277778,0.5,True
0.3,0.5,0.3,0.7408,0.527234,0.9622,0.0282,0.0084,0.0012,0.751195,0.531915,0.285714,0.5,True
0.3,0.5,0.8,0.7408,0.532415,0.9622,0.0282,0.0036,0.006,0.751195,0.531915,0.388889,0.266667,False
0.3,0.5,0.9,0.7408,0.533711,0.9622,0.0282,0.0024,0.0072,0.751195,0.531915,0.416667,0.277778,False
0.3,0.5,0.5,0.7406,0.530688,0.9622,0.0282,0.0052,0.0044,0.751195,0.531915,0.307692,0.272727,False
0.3,0.5,0.6,0.7406,0.53112,0.9622,0.0282,0.0048,0.0048,0.751195,0.531915,0.333333,0.25,False
0.3,0.5,0.7,0.7406,0.531768,0.9622,0.0282,0.0042,0.0054,0.751195,0.531915,0.380952,0.222222,False
0.3,0.5,0.95,0.7406,0.53479,0.9622,0.0282,0.0014,0.0082,0.751195,0.531915,0.285714,0.292683,False
0.3,0.3,0.4,0.7404,0.521639,0.9622,0.0338,0.0034,0.0006,0.751195,0.473373,0.352941,0.666667,True
0.3,0.4,0.4,0.7404,0.523661,0.9622,0.032,0.0048,0.001,0.751195,0.4875,0.291667,0.6,False
0.3,0.3,0.3,0.7402,0.521208,0.9622,0.0338,0.0038,0.0002,0.751195,0.473373,0.368421,0.0,True
0.3,0.3,0.5,0.7402,0.522719,0.9622,0.0338,0.0024,0.0016,0.751195,0.473373,0.416667,0.25,False
0.3,0.3,0.6,0.7402,0.522935,0.9622,0.0338,0.0022,0.0018,0.751195,0.473373,0.454545,0.222222,False
0.3,0.3,0.7,0.7402,0.523366,0.9622,0.0338,0.0018,0.0022,0.751195,0.473373,0.555556,0.181818,False
0.3,0.3,0.8,0.7402,0.523366,0.9622,0.0338,0.0018,0.0022,0.751195,0.473373,0.555556,0.181818,False
0.3,0.3,0.9,0.7402,0.523798,0.9622,0.0338,0.0014,0.0026,0.751195,0.473373,0.571429,0.230769,False
0.3,0.3,0.95,0.7402,0.524662,0.9622,0.0338,0.0006,0.0034,0.751195,0.473373,0.666667,0.294118,False
0.3,0.4,0.5,0.7402,0.525172,0.9622,0.032,0.0034,0.0024,0.751195,0.4875,0.352941,0.25,False
0.3,0.4,0.6,0.7402,0.525604,0.9622,0.032,0.003,0.0028,0.751195,0.4875,0.4,0.214286,False
0.3,0.4,0.7,0.7402,0.526252,0.9622,0.032,0.0024,0.0034,0.751195,0.4875,0.5,0.176471,False
0.3,0.4,0.8,0.7402,0.526684,0.9622,0.032,0.002,0.0038,0.751195,0.4875,0.5,0.210526,False
0.3,0.4,0.9,0.7402,0.527115,0.9622,0.032,0.0016,0.0042,0.751195,0.4875,0.5,0.238095,False
0.3,0.4,0.95,0.7402,0.527979,0.9622,0.032,0.0008,0.005,0.751195,0.4875,0.5,0.28,False
0.3,0.4,0.3,0.74,0.523014,0.9622,0.032,0.0054,0.0004,0.751195,0.4875,0.296296,0.0,False
